Taxon	Chow.M1	Chow.M2	Chow.F1	Chow.F2	Chow.F3	Glut.F1	Glut.F2	Glut.F3	Glut.F4	Glut.F5	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	KO.M1	KO.M2	KO.F1	KO.F2	7294.pre	7484.pre	7483.pre	7293.pre	7494.pre	7280.pre	7294.neg	7484.neg	7483.neg	7293.neg	7494.neg	7280.neg	7294.pos	7484.pos	7483.pos	7293.pos	7494.pos	7280.pos
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106471975055	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	4.63622981791e-05	0.0	0.0	3.75351892399e-05	4.55651444871e-05	1.6784155757e-05	1.74106831952e-05	2.70168044524e-05	2.27634873663e-05	2.34672924611e-05	0.0	0.0	2.7908794061e-05	2.43297163155e-05	3.9234534237e-05	4.16588556312e-05	1.70273629723e-05	2.01053520447e-05	1.89638170371e-05	6.64694738941e-05	1.75008750438e-05	3.11277586976e-05	2.28547050219e-05	1.49126120931e-05	2.80298237325e-05	0.000449511666871	0.00166188002194	0.00264795200356	2.36766713757e-05	2.48655189848e-05	0.000101826081054	0.00261376767732	0.0189961389961	0.00496869216924	0.0	0.00530652143555	0.000322022982272
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.000417260683612	0.000131461708126	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.00600076464037	0.002573441521	0.00595387606635	0.00902632475305	0.0106521760454	0.0	8.51368148615e-06	1.00526760224e-05	0.0	3.32347369471e-05	0.0	0.0	0.0	0.0	0.0	0.00083772628826	0.0	0.0	0.0	0.0	0.0	8.25400319155e-05	0.0	0.0	0.013970613537	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.000718615621776	0.00108090737792	0.000904355034714	0.00156396621833	0.000911302889741	8.39207787848e-05	5.22320495856e-05	4.05252066786e-05	3.41452310494e-05	7.04018773834e-05	0.000132980933859	0.000126562697754	0.000186058627073	2.43297163155e-05	7.84690684741e-05	0.00124976566894	0.00108975123023	0.0011258997145	0.00113782902223	0.00360042983593	0.00098004900245	0.000632931093518	0.00172172111165	0.0010836498121	0.000936996964771	0.0031465816681	0.00122624156959	0.00064810014073	0.00239134380895	0.00188149093652	0.00336026067477	0.00145820723051	0.0	0.00040560752402	0.0	0.000872783130848	0.00161011491136
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.861003861e-05	0.00144497680432	0.0	0.00111716240748	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.00288890111704	0.0	0.00359976677567	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.861003861e-05	0.00134357492331	0.0	0.00178047758693	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2156491298e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247620095746	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.48402239299	0.424212325265	0.558646481965	0.616678135752	0.42085790054	0.463830144344	0.556044989205	0.583508942562	0.43794673344	0.471610442945	0.507039678186	0.463261661346	0.387904328654	0.456668775242	0.508891526321	0.551948592972	0.490353998876	0.4980296755	0.558674049913	0.399459381612	0.463046902345	0.261618435934	0.509576121404	0.521489074026	0.689681821458	0.120979935434	0.622269192294	0.126416561736	0.46813514644	0.493796053013	0.145271875636	0.452484454961	0.143088803089	0.159150252237	0.198031726369	0.168080575339	0.50033897156
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	9.11302889741e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03759195659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	1.15905745448e-05	1.46068564584e-05	9.42036494494e-06	0.0	1.82260577948e-05	1.6784155757e-05	1.74106831952e-05	0.0	2.27634873663e-05	1.17336462306e-05	0.0	0.0	1.86058627073e-05	0.0	0.0	0.0	1.70273629723e-05	2.01053520447e-05	9.48190851855e-06	0.0	2.62513125656e-05	2.07518391317e-05	7.61823500731e-06	2.48543534886e-05	1.60170421328e-05	0.0	0.0	0.0	1.57844475838e-05	8.28850632827e-06	0.00678840540357	2.75133439718e-05	0.0	2.53504702512e-05	0.00175492928667	0.00040148024019	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	1.15905745448e-05	0.0	9.42036494494e-06	0.0	0.0	0.0	1.74106831952e-05	2.70168044524e-05	1.13817436831e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.08294278156e-05	8.51368148615e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00852106641e-06	2.04323484941e-05	0.0	1.8517146878e-05	0.0	1.65770126565e-05	0.0	2.75133439718e-05	0.0	0.0	0.00175492928667	0.0	0.000779634588658
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	0.0	0.0	9.42036494494e-06	0.0	0.0	0.0	8.7053415976e-06	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	4.97087069771e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	2.31811490896e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51368148615e-06	0.0	9.48190851855e-06	0.0	0.0	0.0	7.61823500731e-06	0.0	0.0	2.04323484941e-05	0.0	0.0	7.10300141271e-05	0.0	0.0	0.0	3.861003861e-05	0.00428422947246	0.0	0.0	0.0
k__Bacteria;p__Caldiserica;c__WCHB1-03;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162328729434	7.72200772201e-05	0.00986133292773	0.0	5.23669878509e-05	0.00144062913122
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00718146718147	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40625219727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106471975055	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__OPB56;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105081183689
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012627558067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114077116131	0.0	0.0	0.000542354496458
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137283481916
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151199378857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.861003861e-05	0.00218014044161	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__GIF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000898274634758
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1078245649e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178836735817	0.0	0.00149567774482	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.0	0.0	1.88407298899e-05	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.000610148808515
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	3.47717236343e-05	1.46068564584e-05	9.42036494494e-06	5.00469189865e-05	9.11302889741e-06	0.000134273246056	0.000470088446271	0.000108067217809	0.000796722057819	9.38691698445e-05	0.000349074951379	0.000309375483399	0.000241876215195	0.00221400418471	9.80863355926e-05	0.00130183923848	0.000740690289295	0.00114600506655	0.00350830615186	0.00257015299057	0.000315015750788	5.18795978294e-05	0.000281874695271	0.000164038733024	0.000244259892526	0.536001798047	0.0360773177579	0.115713650841	0.0499814532741	0.0171820736185	0.594392777137	0.0666098057558	0.467683397683	0.0510051461455	0.368879253983	0.356078061723	0.166045218806
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales	0.0	0.0	9.42036494494e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61823500731e-06	4.97087069771e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	8.51368148615e-06	1.00526760224e-05	9.48190851855e-06	0.0	0.0	1.03759195659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86058627073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7908794061e-05	0.0	1.96172671185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.15905745448e-05	1.46068564584e-05	1.88407298899e-05	1.25117297466e-05	0.0	0.0	0.0	0.0	2.27634873663e-05	1.17336462306e-05	0.0	2.81250439454e-05	9.30293135367e-06	0.0	3.9234534237e-05	2.08294278156e-05	4.25684074307e-05	1.00526760224e-05	3.79276340742e-05	6.64694738941e-05	8.75043752188e-06	3.11277586976e-05	0.000419002925402	1.49126120931e-05	7.20766895977e-05	0.00433165788076	0.00198457517184	0.00222205762536	0.0016573669963	0.000414425316414	0.00308872445862	0.00115556044682	0.00189189189189	0.00501939310974	0.00220226420288	0.00609202625332	0.000474560184401
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	0.0	1.25117297466e-05	0.0	0.0	0.0	0.0	1.13817436831e-05	0.0	1.66226167323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	4.97087069771e-06	4.00426053321e-06	0.0	1.61347574946e-05	0.0	1.57844475838e-05	8.28850632827e-06	0.0	2.75133439718e-05	0.0	0.0	0.0	3.49113252339e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0194837558098	0.0150742758651	0.0124254613624	0.0236221457617	0.0201215678055	0.00248405505203	0.0025506650881	0.0104014697142	0.00491691327111	0.0155353476093	0.0170049369172	0.00479531999269	0.0273134064544	0.0125054741862	0.0147423762396	0.0137578370722	0.00477617531373	0.0124150548876	0.0101456421148	0.000288034386874	8.75043752188e-05	0.00118285483051	0.000213310580205	0.000258485276281	0.000552587953583	0.00471987250215	3.22695149892e-05	0.00103696022517	0.000363042294427	0.000406136810085	0.000882492702464	0.00280636108513	0.0126640926641	0.00210408903085	0.0119748116032	0.00275799469348	0.00491508762415
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.0	1.46068564584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31130836616e-05	0.000126562697754	0.000130241038951	9.7318865262e-05	1.96172671185e-05	1.04147139078e-05	0.0	0.0	9.48190851855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.395667443235	0.429295511313	0.389880643976	0.294751329371	0.486972925191	0.506982208795	0.39363813636	0.26960069163	0.513419075802	0.480340275741	0.38070779102	0.399642811942	0.450745629948	0.459418033186	0.383978577944	0.385656856006	0.438956903744	0.447012344686	0.385961086247	0.534492117828	0.486638081904	0.713033192567	0.452568868844	0.461823713042	0.292166865545	0.177679702505	0.291748685017	0.708169765203	0.398557301491	0.449510563701	0.179858801168	0.365459747978	0.23528957529	0.642913276041	0.28526203503	0.392176372015	0.16089285109
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.0437544189065	0.0483779085903	0.00287321130821	0.00329058492337	0.00497571377799	0.00582410204767	0.0117522111568	0.0805370940725	0.00416571818803	0.0100674684658	0.0486211539421	0.0421594408741	0.070888336915	0.0195610919177	0.049072593697	0.00155179237226	0.00816462054522	0.00682576701918	0.00256011530001	0.0027806396579	0.000525026251313	0.000902705002231	0.0011427352511	0.00355914341956	0.00832886190907	0.00145069674308	1.61347574946e-05	1.8517146878e-05	0.000205197818589	0.000878581670797	0.0	0.0596489297309	0.0	0.0157172915558	0.0445958501084	0.00668551878229	0.109894579845
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.0	1.46068564584e-05	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	2.27634873663e-05	0.0	1.66226167323e-05	0.0	0.0	0.0	0.0	0.0	8.51368148615e-06	0.0	0.0	0.0	1.75008750438e-05	0.0	1.52364700146e-05	4.97087069771e-06	8.00852106641e-06	0.0	1.61347574946e-05	0.0	0.0	0.0	0.0	0.00134815385462	0.0	0.0	0.0	0.0	1.69485780143e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000557710345527	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122189638319	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL	1.15905745448e-05	0.0	0.0	0.0	0.0	1.6784155757e-05	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51368148615e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.00134815385462	0.0	0.00915151976069	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000770373631211	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00526760224e-05	9.48190851855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189413371006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__Mb-NB09;o__	1.15905745448e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	1.61347574946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7455662617e-05	0.0
k__Bacteria;p__OD1;c__ZB2;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17336462306e-05	0.0	1.40625219727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	7.8922237919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3;c__BD4-9;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203382936172
k__Bacteria;p__OP3;c__koll11;o__GIF10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70168044524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP8;c__OP8_2;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52455665433e-05	0.0	0.0	0.0	0.0	0.000937967399295	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186434358157
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101401881005	0.0	0.0	0.0
