Taxon	Chow.M1	Chow.M2	Chow.F1	Chow.F2	Chow.F3	Glut.F1	Glut.F2	Glut.F3	Glut.F4	Glut.F5	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	KO.M1	KO.M2	KO.F1	KO.F2	7294.pre	7484.pre	7483.pre	7293.pre	7494.pre	7280.pre	7294.neg	7484.neg	7483.neg	7293.neg	7494.neg	7280.neg	7294.pos	7484.pos	7483.pos	7293.pos	7494.pos	7280.pos
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106471975055	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03759195659e-05	7.61823500731e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30293135367e-06	0.0	0.0	2.08294278156e-05	0.0	0.0	0.0	1.1078245649e-05	0.0	0.0	0.0	0.0	0.0	0.000265620530424	1.61347574946e-05	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	2.53504702512e-05	0.0	1.7455662617e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000715682167295	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04147139078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187090739008	0.00305019305019	0.00116612163156	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	1.15905745448e-05	0.0	0.0	2.50234594933e-05	2.73390866922e-05	1.6784155757e-05	8.7053415976e-06	1.35084022262e-05	1.13817436831e-05	0.0	0.0	0.0	9.30293135367e-06	0.0	1.96172671185e-05	1.04147139078e-05	1.70273629723e-05	1.00526760224e-05	1.89638170371e-05	3.32347369471e-05	1.75008750438e-05	1.03759195659e-05	7.61823500731e-06	9.94174139542e-06	1.60170421328e-05	0.0	0.000742198844751	0.0	7.8922237919e-06	8.28850632827e-06	0.0	0.0	0.00706563706564	0.000101401881005	0.0	0.00162337662338	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000163458787953	0.0	0.0	0.0	0.0	0.000101826081054	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000660320255324	0.00644787644788	0.00215478997135	0.0	0.00202485686357	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.50266879437e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola	0.0	0.0	0.0	0.0	9.11302889741e-06	0.0	0.0	0.0	0.0	1.17336462306e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187023183468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274290877408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000518480112584	0.0	0.0	0.0	0.0	0.0	0.000304205643015	0.0	0.000925150118699	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7034293756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1078245649e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000532446997322	0.000222205762536	0.0	0.0	0.0	2.75133439718e-05	0.00243243243243	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	3.47717236343e-05	0.0	0.0	1.25117297466e-05	9.11302889741e-06	0.0	8.7053415976e-06	0.0	1.13817436831e-05	1.17336462306e-05	0.0	0.0	9.30293135367e-06	2.43297163155e-05	9.80863355926e-06	0.0	0.0	0.0	0.0	1.1078245649e-05	0.0	1.03759195659e-05	7.61823500731e-06	4.97087069771e-06	1.20127815996e-05	2.04323484941e-05	0.0	0.0	1.57844475838e-05	8.28850632827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.80863355926e-06	0.0	0.0	1.00526760224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.68085449676e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000322022982272
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121682257206	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265620530424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.000417260683612	0.000131461708126	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.00600076464037	0.002573441521	0.00595387606635	0.00902632475305	0.0106521760454	0.0	8.51368148615e-06	1.00526760224e-05	0.0	3.32347369471e-05	0.0	0.0	0.0	0.0	0.0	0.000572105757836	0.0	0.0	0.0	0.0	0.0	8.25400319155e-05	0.0	0.0	0.013970613537	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	2.31811490896e-05	1.46068564584e-05	6.59425546146e-05	5.00469189865e-05	4.55651444871e-05	1.6784155757e-05	8.7053415976e-06	0.0	1.13817436831e-05	0.0	0.0	1.40625219727e-05	9.30293135367e-06	0.0	0.0	3.12441417234e-05	2.55410444584e-05	5.02633801118e-05	9.48190851855e-05	3.32347369471e-05	5.25026251313e-05	2.07518391317e-05	5.33276450512e-05	6.46213190702e-05	4.00426053321e-05	0.000122594090965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000261834939254	8.47428900715e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	0.000695434472687	0.00106630052146	0.000838412480099	0.00151391929934	0.000865737745254	6.71366230279e-05	4.3526707988e-05	4.05252066786e-05	2.27634873663e-05	7.04018773834e-05	0.000132980933859	0.000112500175782	0.00017675569572	2.43297163155e-05	7.84690684741e-05	0.00121852152721	0.00106421018577	0.00107563633439	0.00104300993704	0.00356719509898	0.000927546377319	0.000612179254386	0.0016683934666	0.00101902849303	0.000896954359438	0.00302398757713	0.00122624156959	0.00064810014073	0.00239134380895	0.00188149093652	0.00336026067477	0.00145820723051	0.0	0.00040560752402	0.0	0.000610948191593	0.00152537202129
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.861003861e-05	0.00144497680432	0.0	0.00111716240748	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189842073406	0.0	0.00263644890613	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000990480382986	0.0	0.000963317869546	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.861003861e-05	0.00134357492331	0.0	0.00178047758693	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2156491298e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247620095746	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	5.79528727239e-05	2.92137129168e-05	9.42036494494e-06	6.25586487332e-05	1.82260577948e-05	0.000100704934542	3.48213663904e-05	6.75420111309e-05	2.27634873663e-05	3.52009386917e-05	4.9867850197e-05	5.62500878908e-05	3.72117254147e-05	0.0	1.96172671185e-05	3.12441417234e-05	2.55410444584e-05	3.01580280671e-05	9.48190851855e-06	1.1078245649e-05	8.75043752188e-06	1.03759195659e-05	1.52364700146e-05	2.48543534886e-05	3.60383447989e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	3.47717236343e-05	0.0	1.88407298899e-05	6.25586487332e-05	1.82260577948e-05	1.6784155757e-05	2.61160247928e-05	2.70168044524e-05	3.41452310494e-05	2.34672924611e-05	3.32452334647e-05	1.40625219727e-05	1.86058627073e-05	0.0	1.96172671185e-05	5.2073569539e-05	1.70273629723e-05	4.02107040894e-05	9.48190851855e-06	3.32347369471e-05	1.75008750438e-05	8.3007356527e-05	3.04729400293e-05	3.97669655817e-05	4.40468658653e-05	0.00202280250092	0.0	3.7034293756e-05	1.57844475838e-05	2.48655189848e-05	0.0	0.0017608540142	0.00169884169884	0.00818820189115	6.88207563401e-05	0.00176302192431	1.69485780143e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157172915558	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.00497235647971	0.00423598837294	0.0087420986689	0.00744447919925	0.0102977226541	0.0221215172877	0.0187251897764	0.0851839844383	0.0106419303437	0.00658257553535	0.0108878139597	0.00662344784914	0.00897732875629	0.0109240426257	0.00839619032673	0.0112166468787	0.00824975736008	0.00812256222606	0.01152051885	0.00568314001795	0.00498774938747	0.00256285213277	0.00520325451	0.00547789950888	0.0270527841623	4.08646969883e-05	0.000225886604924	0.00196281756907	0.00158633698217	0.00200581853144	3.39420270179e-05	0.007813789688	0.00409266409266	2.53504702512e-05	3.44103781701e-05	3.49113252339e-05	0.00713535134402
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__	0.0	0.0	0.0	0.0	9.11302889741e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48190851855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0.0	0.0	9.42036494494e-06	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.0	0.0	0.0	0.0	1.82260577948e-05	0.0	0.0	0.0	0.0	2.34672924611e-05	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	8.51368148615e-06	2.01053520447e-05	0.0	1.1078245649e-05	0.0	0.0	0.0	9.94174139542e-06	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0	1.46068564584e-05	0.0	0.0	1.82260577948e-05	0.0	0.0	1.35084022262e-05	0.0	2.34672924611e-05	0.0	1.40625219727e-05	1.86058627073e-05	0.0	1.96172671185e-05	0.0	2.55410444584e-05	2.01053520447e-05	0.0	1.1078245649e-05	2.62513125656e-05	2.07518391317e-05	7.61823500731e-06	4.97087069771e-06	1.20127815996e-05	2.04323484941e-05	0.0	0.0	7.8922237919e-06	0.0	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.000525405918443
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;Other	0.0	2.92137129168e-05	0.0	0.0	0.0	0.0	0.0	5.40336089047e-05	1.13817436831e-05	0.0	0.0	0.0	9.30293135367e-06	0.0	9.80863355926e-06	0.0	8.51368148615e-06	0.0	0.0	1.1078245649e-05	4.37521876094e-05	0.0	0.0	1.98834827908e-05	2.40255631992e-05	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0.0247690578022	0.0285417975198	0.0470264618051	0.0454050672505	0.0816162868052	0.110221550856	0.119794205725	0.126465661642	0.0567379922604	0.111457905544	0.0628002460147	0.0887485761697	0.0568223047082	0.108899810228	0.0677482319938	0.0715386698327	0.0399717345775	0.0489062688488	0.0699101115072	0.154807404699	0.210448022401	0.122882015419	0.0772412847392	0.148415286422	0.141586648194	0.0232315802378	0.00980993255671	0.0283682690171	0.0332104777163	0.0906265281934	0.0264068970199	0.0425906564684	0.0316602316602	0.0201029229092	0.0242249062317	0.0207198715263	0.0439137656351
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0.450444498534	0.387096303005	0.496198882745	0.55901157335	0.322537431766	0.313494461229	0.397355317223	0.338385475766	0.358718415661	0.331170431211	0.410728236839	0.348145856478	0.312327314337	0.311517687704	0.419201381056	0.464444166719	0.435585485876	0.433079335719	0.473336873246	0.238813741456	0.247514875744	0.136059433267	0.42707825451	0.367491499811	0.520914252765	0.0951738792857	0.612233373132	0.0960484408562	0.43331465507	0.401113975251	0.11883103659	0.40031915479	0.105637065637	0.129236697341	0.172740098414	0.145562770563	0.446154367649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__	0.0	1.46068564584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__	1.15905745448e-05	0.0	9.42036494494e-06	0.0	0.0	0.0	0.0	0.0	1.13817436831e-05	0.0	1.66226167323e-05	0.0	9.30293135367e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97087069771e-06	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	0.00373216500342	0.0042505952294	0.00663193692124	0.00469189865499	0.00632444205481	0.0178751258812	0.0201093390905	0.0332982114875	0.0117687229684	0.0222939278381	0.0225236456723	0.0196594057178	0.00966574567646	0.0253272346844	0.0134770625104	0.0046657918307	0.00646188424799	0.00781092926937	0.00387810058409	7.75477195431e-05	0.0	0.0	0.0	0.0	4.00426053321e-06	0.000490376363859	0.0	0.0	0.0	1.65770126565e-05	0.0	0.0	0.0	2.53504702512e-05	0.000894669832421	0.0	0.00259313243619
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__	0.0	0.0	0.0	0.0	9.11302889741e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03759195659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	0.0	0.0	0.0	0.0	9.11302889741e-06	0.0	8.7053415976e-06	0.0	2.27634873663e-05	1.17336462306e-05	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	8.51368148615e-06	1.00526760224e-05	0.0	0.0	8.75043752188e-06	0.0	0.0	9.94174139542e-06	8.00852106641e-06	0.0	0.0	0.0	1.57844475838e-05	0.0	0.0	0.0	0.0	0.0	3.44103781701e-05	1.7455662617e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	1.15905745448e-05	1.46068564584e-05	9.42036494494e-06	0.0	0.0	1.6784155757e-05	8.7053415976e-06	0.0	0.0	0.0	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	8.51368148615e-06	1.00526760224e-05	9.48190851855e-06	0.0	1.75008750438e-05	2.07518391317e-05	0.0	4.97087069771e-06	8.00852106641e-06	0.0	0.0	0.0	0.0	8.28850632827e-06	0.00244382594529	2.75133439718e-05	0.0	2.53504702512e-05	0.0	0.000384024577573	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434457945829	0.0	0.0	0.0	0.0	0.0	0.0
