Taxon	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	Glut.F1	Glut.F2	Glut.F3	Glut.F5	Chow.F1	Chow.F2	Chow.F3	Chow.KO.F2	Chow.M1	Chow.M2	Chow.KO.M2
k__Bacteria;p__Firmicutes;c__Bacilli;Other	9.06748475529e-05	0.0	9.06840296355e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	8.29965058471e-06	9.06840296355e-06	0.0	0.0	0.0	9.44590331173e-06	2.04515706806e-05	0.0	6.29429610887e-06	4.53562049556e-06	0.0	0.0	0.0	0.0	2.33301448802e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	9.44590331173e-06	1.36343804538e-05	0.0	1.25885922177e-05	0.0	8.27924228375e-06	7.78725226804e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.071330880075	0.0216454887249	0.10088598297	0.091519092929	0.136718637425	0.749987158282	0.706836944817	0.61417430192	0.493848537319	0.476893638984	0.337200705743	0.484285998145	0.0321146283534	0.399273584906	0.138719263056	0.0906998265793
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.00378567488533	0.000215790915202	0.00119702919119	0.000118108201876	7.92530044093e-05	0.0	0.0	2.04515706806e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.42886858331e-06	0.000139980869281
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.00127700410304	0.000971059118411	0.000471556954105	0.00199307590666	0.000742096314015	0.0400764339062	0.129815049213	0.00382444371728	0.000799943295159	0.132752999232	0.00130172308223	0.092437740098	0.247206323249	0.0292169811321	0.0194190624768	0.207132802961
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.43882848097	0.622980072539	0.415505155387	0.43840288184	0.314756909421	0.00210604177154	0.00685772580432	0.000749890924956	0.000192391425418	0.0032667396805	0.004594583562	0.0148198436879	0.00408052018845	0.387952830189	0.408676918505	0.078871443125
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	1.51124745922e-05	0.0	0.0	2.21452878518e-05	1.44096371653e-05	5.13668724766e-05	9.44590331173e-06	1.36343804538e-05	0.0	6.29429610887e-06	2.72137229734e-05	8.27924228375e-06	7.78725226804e-06	1.88679245283e-05	1.48577371666e-05	5.44370047205e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55745045361e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.0	0.0	0.0	0.0	0.0	0.0	0.000151134452988	0.0	0.0	0.0	4.53562049556e-06	0.0	0.000249192072577	9.43396226415e-06	7.42886858331e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	2.26687118882e-05	8.29965058471e-06	0.0	0.0	0.0	0.00113007119449	0.00149245272325	6.81719022688e-06	2.02517289914e-05	0.0	0.0	0.0	0.0	9.43396226415e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25885922177e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	9.44590331173e-06	1.36343804538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000332474441027	3.31986023388e-05	2.72052088907e-05	0.000155017014963	0.000489927663621	0.00344158045593	0.00397672529424	7.49890924956e-05	4.05034579827e-05	0.00365698603925	0.00803258389764	0.00597761292886	0.00330179496165	0.0012641509434	0.00200579451749	0.0148535255737
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.00733710641449	0.0423697162349	0.0250378605824	0.0306490783869	0.0469970316147	0.0026299838708	0.00292823002664	0.000129526614311	0.00162013831931	0.0456021753087	0.0385890591762	0.01091204133	0.0126698594401	0.0225377358491	0.0195602109799	0.00649355699166
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	7.55623729608e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78725226804e-06	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.0	0.0	1.81368059271e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000498711661541	0.00056437623976	0.00028112049187	0.000575777484148	0.000677252946771	0.131673840907	0.0402962235279	0.374577334206	0.000405034579827	0.000478366504274	0.000476240152034	0.000438799841039	0.000218043063505	0.000301886792453	0.000520020800832	0.000723234491286
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	7.55623729608e-06	1.65993011694e-05	0.0	0.0	0.0	0.000678042716691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	0.0	1.81368059271e-05	0.0	7.20481858267e-06	2.05467489906e-05	9.44590331173e-06	0.0	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	1.51124745922e-05	0.0	1.81368059271e-05	7.38176261728e-06	3.60240929133e-05	2.05467489906e-05	1.88918066235e-05	3.40859511344e-05	3.0377593487e-05	1.88828883266e-05	2.26781024778e-05	8.27924228375e-06	0.0	4.71698113208e-05	4.45732114999e-05	2.33301448802e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.000410934979813	0.000226701679482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0	8.29965058471e-06	0.0	2.95270504691e-05	0.0	0.0	0.0	0.0	1.01258644957e-05	6.29429610887e-06	0.0	2.48377268512e-05	0.0	0.0	0.0	2.33301448802e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0	7.38176261728e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.36068614867e-05	2.48377268512e-05	0.0131916053421	0.0	1.48577371666e-05	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0.0	0.0	9.06840296355e-06	1.47635252346e-05	1.44096371653e-05	4.10934979813e-05	9.44590331173e-06	0.0	0.0	6.29429610887e-06	9.07124099112e-06	8.27924228375e-06	1.55745045361e-05	0.0	7.42886858331e-06	7.77671496007e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.0	0.0	9.06840296355e-06	0.0	1.44096371653e-05	0.000215740864402	0.00263540702397	3.40859511344e-05	0.0	1.25885922177e-05	0.0	1.65584845675e-05	0.000186894054433	9.43396226415e-06	2.97154743333e-05	0.000116650724401
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	0.0	0.0	0.0	7.38176261728e-06	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	0.0	0.0	0.0	0.0	0.0	0.0	6.61213231821e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	7.55623729608e-06	0.0171968760115	0.00137839725046	0.00622282588637	0.0017867950085	0.000113007119449	9.44590331173e-06	0.0	0.0	0.000874907159132	0.00111576264191	0.0013246787654	0.000654129190515	0.00108490566038	0.00270410816433	0.00150868270225
