Taxon	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	Glut.F1	Glut.F2	Glut.F3	Glut.F5	Chow.F1	Chow.F2	Chow.F3	Chow.KO.F2	Chow.M1	Chow.M2	Chow.KO.M2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55745045361e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.00141301637437	0.000987658419581	0.00106100314674	0.00112202791783	0.00131127698205	0.0259505439752	0.0567887707101	0.00248145724258	0.000840446753142	0.00146027669726	0.00149221914304	0.000885878924361	0.00532648055134	0.000801886792453	0.00109947255033	0.00113540038417
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	0.0	0.0	0.0	0.0	7.20481858267e-06	0.000143827242934	0.000377836132469	0.0	0.0	0.0	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__coprophilus	1.51124745922e-05	0.0	0.0	3.69088130864e-05	7.20481858267e-06	0.00313337922107	0.0	0.0	0.0	0.0	4.53562049556e-06	8.27924228375e-06	7.78725226804e-06	9.43396226415e-06	0.0	7.77671496007e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__eggerthii	0.0	8.29965058471e-06	0.0	0.0	7.20481858267e-06	0.0	9.44590331173e-06	0.0	1.01258644957e-05	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis	7.55623729608e-06	0.0	0.0	0.0	0.0	0.000164373991925	0.000198363969546	6.81719022688e-06	0.0	0.0	1.36068614867e-05	1.65584845675e-05	7.78725226804e-06	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	7.55623729608e-06	0.0	0.0	7.38176261728e-06	2.1614455748e-05	0.00236287613392	0.00643266015529	4.77203315881e-05	1.01258644957e-05	2.51771844355e-05	1.36068614867e-05	8.27924228375e-06	7.78725226804e-06	9.43396226415e-06	7.42886858331e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	2.26687118882e-05	0.0	0.0	1.47635252346e-05	6.4843367244e-05	0.00172592691521	0.00666880773808	9.54406631763e-05	1.01258644957e-05	0.0	2.26781024778e-05	8.27924228375e-06	0.0	0.0	0.0	3.11068598403e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	0.0	0.0	0.0	7.38176261728e-06	0.0	0.000215740864402	0.00143577730338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	7.55623729608e-06	0.0	9.06840296355e-06	0.0	7.20481858267e-06	0.000164373991925	0.0	0.0	0.0	0.0	4.53562049556e-06	0.0	7.78725226804e-06	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	4.53374237765e-05	1.65993011694e-05	0.0	0.000118108201876	2.1614455748e-05	0.0171462620327	9.44590331173e-06	6.81719022688e-06	1.01258644957e-05	3.14714805443e-05	2.26781024778e-05	0.0	3.11490090721e-05	4.71698113208e-05	2.97154743333e-05	7.77671496007e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.0	0.0	9.06840296355e-06	0.0	0.0	0.0	9.44590331173e-06	6.81719022688e-06	1.01258644957e-05	0.0	0.0	0.0	7.78725226804e-06	0.0	1.48577371666e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;Other;Other	0.0	0.0	0.0	7.38176261728e-06	0.0	0.00336966683447	0.0195908034685	2.04515706806e-05	1.01258644957e-05	1.25885922177e-05	1.36068614867e-05	2.48377268512e-05	0.0016820464899	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	2.26687118882e-05	4.14982529236e-05	5.44104177813e-05	0.000228834641136	2.1614455748e-05	0.00232178263594	0.000642321425198	0.000811245636998	0.00221756432455	0.000132180218286	0.000108854891893	0.000206981057094	0.0319744578126	2.83018867925e-05	0.000118861897333	0.000202194588962
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	0.277903295275	0.227734112394	0.222819729217	0.321955576553	0.417043718839	0.0063694921871	0.00339107928891	0.00218831806283	0.497959638304	0.333396276294	0.605659547254	0.386441912836	0.640299030487	0.135650943396	0.39208082609	0.595921890675
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__	2.26687118882e-05	8.29965058471e-06	9.06840296355e-06	7.38176261728e-06	7.20481858267e-06	0.000256834362383	0.00497799104528	0.0	0.0	0.0	4.53562049556e-06	1.65584845675e-05	0.0	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__	7.55623729608e-06	0.0	0.0	0.0	0.0	0.00015410061743	0.000453403358963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	0.0	6.63972046777e-05	0.0	3.69088130864e-05	7.20481858267e-06	0.000215740864402	0.000557308295392	0.000170429755672	0.000263272476888	1.25885922177e-05	4.53562049556e-06	2.48377268512e-05	0.00362107230464	9.43396226415e-06	0.0	1.55534299201e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231;s__	0.0	0.0	0.0	0.0	2.1614455748e-05	0.000462301852289	0.0	6.81719022688e-06	0.0	0.0	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella;s__	0.0	0.0	0.0	1.47635252346e-05	0.0	0.00173620028971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43396226415e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	7.55623729608e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.81719022688e-06	0.0	0.0	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.00017464736642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.000164373991925	0.0	0.0	0.0	6.29429610887e-06	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81719022688e-06	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__schaedleri	2.26687118882e-05	1.65993011694e-05	0.0	1.47635252346e-05	2.88192743307e-05	5.13668724766e-05	0.0	3.40859511344e-05	1.01258644957e-05	1.88828883266e-05	3.62849639645e-05	1.65584845675e-05	1.55745045361e-05	9.43396226415e-06	7.42886858331e-06	2.33301448802e-05
k__Bacteria;p__Firmicutes;Other;Other;Other;Other;Other	7.55623729608e-06	0.0	9.06840296355e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other;Other	9.06748475529e-05	0.0	9.06840296355e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33301448802e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	0.0	8.29965058471e-06	9.06840296355e-06	0.0	0.0	0.0	9.44590331173e-06	2.04515706806e-05	0.0	6.29429610887e-06	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__;s__	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	9.44590331173e-06	1.36343804538e-05	0.0	1.25885922177e-05	0.0	8.27924228375e-06	7.78725226804e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other;Other	0.0	0.0	0.0	7.38176261728e-06	7.20481858267e-06	2.05467489906e-05	9.44590331173e-06	6.81719022688e-06	1.01258644957e-05	1.25885922177e-05	1.36068614867e-05	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__;s__	1.51124745922e-05	0.0	1.81368059271e-05	0.0	4.3228911496e-05	6.16402469719e-05	9.44590331173e-06	2.72687609075e-05	1.01258644957e-05	0.000195123179375	0.000167817958336	0.00013246787654	7.78725226804e-06	9.43396226415e-05	0.000163435108833	3.11068598403e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	9.07124099112e-06	0.0	0.0	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.000236287613392	0.0	7.49890924956e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.22866057499e-05	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	4.10934979813e-05	0.0	2.72687609075e-05	0.0	0.0	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;Other	7.55623729608e-06	0.0	0.0	7.38176261728e-06	0.0	0.000297927860364	0.000113350839741	8.18062827225e-05	2.02517289914e-05	0.0	0.0	0.0	0.0	1.88679245283e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	0.000113343559441	8.29965058471e-06	4.53420148178e-05	0.0	2.1614455748e-05	0.0545413451957	0.00902083766271	0.00166339441536	0.000232894883401	5.66486649798e-05	1.36068614867e-05	1.65584845675e-05	1.55745045361e-05	4.71698113208e-05	3.71443429166e-05	7.77671496007e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__casseliflavus	0.0	0.0	0.0	0.0	0.0	2.05467489906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25885922177e-05	4.53562049556e-06	0.0	0.0	9.43396226415e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;Other	9.06748475529e-05	0.0	1.81368059271e-05	3.69088130864e-05	0.00010807227874	0.0	0.0	0.0	0.0	0.000188828883266	0.000267601609238	0.000115909391972	2.33617568041e-05	0.000141509433962	6.68598172498e-05	8.55438645607e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	0.0257063192813	0.0207491264618	0.0904482511585	0.070842775838	0.110500302602	0.693093210327	0.69700375947	0.610922502182	0.491671476452	0.342906957715	0.2568159037	0.406676380978	0.0247946112214	0.300075471698	0.113557685165	0.0657599017023
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__brevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51771844355e-05	1.36068614867e-05	8.27924228375e-06	0.0	1.88679245283e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	0.0453374237765	0.000813365757302	0.0102745005577	0.0205582088891	0.0259517565348	2.05467489906e-05	1.88918066235e-05	1.36343804538e-05	0.00183278147372	0.133407606027	0.0798042426194	0.0772867267188	0.00724214460927	0.0988301886792	0.0248272788054	0.0246910699982
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ruminis	0.0	0.0	0.0	0.0	1.44096371653e-05	0.0	3.77836132469e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53562049556e-06	0.0	0.0	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae	3.77811864804e-05	2.48989517541e-05	3.62736118542e-05	2.95270504691e-05	5.04337300787e-05	4.10934979813e-05	4.72295165587e-05	3.40859511344e-05	3.0377593487e-05	6.29429610887e-05	6.80343074334e-05	3.3116969135e-05	7.78725226804e-06	1.88679245283e-05	1.48577371666e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36343804538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81719022688e-06	1.01258644957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	0.0	1.65993011694e-05	0.0	1.47635252346e-05	0.0	0.000277381111374	0.0	4.77203315881e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	2.26687118882e-05	3.31986023388e-05	4.53420148178e-05	2.21452878518e-05	2.1614455748e-05	0.0013252653099	0.000576200102016	0.00120664267016	3.0377593487e-05	1.88828883266e-05	1.81424819822e-05	0.0	2.33617568041e-05	1.88679245283e-05	1.48577371666e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__luteciae	0.0	0.0	0.0	0.0	0.0	1.02733744953e-05	0.0	4.77203315881e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	0.00378567488533	0.000215790915202	0.00119702919119	0.000118108201876	7.92530044093e-05	0.0	0.0	2.04515706806e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.42886858331e-06	0.000139980869281
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other;Other	0.0	0.0	0.0	0.0	7.20481858267e-06	1.02733744953e-05	0.000226701679482	6.81719022688e-06	0.0	0.0	0.0	0.0	0.000264766577113	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	0.000476042949653	0.00029878742105	9.06840296355e-05	0.000250979928987	0.000201734920315	0.00357513432437	0.0141877467742	0.000749890924956	0.000151887967435	0.000900084343568	0.000671271833343	0.00103490528547	0.148946774131	0.00022641509434	0.00137434068791	0.00437829052252
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	0.00160580356299	6.81719022688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__	2.26687118882e-05	3.31986023388e-05	0.0	2.21452878518e-05	2.1614455748e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33617568041e-05	3.77358490566e-05	7.42886858331e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	0.000332474441027	1.65993011694e-05	6.34788207449e-05	1.47635252346e-05	1.44096371653e-05	0.000708862840177	0.000831239491433	6.13547120419e-05	5.06293224784e-05	3.77657766532e-05	3.17493434689e-05	2.48377268512e-05	0.00197796207608	0.00815094339623	0.0161577891687	0.00799446297895
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus;s__	1.51124745922e-05	8.29965058471e-06	0.0	0.000169780540197	3.60240929133e-05	0.000277381111374	9.44590331173e-06	0.0	0.0	0.131210896685	9.52480304068e-05	0.0906990992184	0.0117042401589	0.0202735849057	0.000676027041082	0.193329133907
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48577371666e-05	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	0.0	8.29965058471e-06	0.0	7.38176261728e-06	0.0	0.0	0.000784009974874	0.0	2.02517289914e-05	2.51771844355e-05	1.36068614867e-05	8.27924228375e-06	0.00144842892185	3.77358490566e-05	8.17175544165e-05	0.000116650724401
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	0.0	8.29965058471e-06	0.0	0.0	7.20481858267e-06	0.0	0.0	6.81719022688e-06	1.01258644957e-05	0.0	4.53562049556e-06	0.0	0.000599618424639	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other;Other	7.55623729608e-06	3.31986023388e-05	0.0	0.0	7.20481858267e-06	1.02733744953e-05	0.000151134452988	2.72687609075e-05	1.01258644957e-05	1.25885922177e-05	1.81424819822e-05	4.96754537025e-05	0.0026554530234	3.77358490566e-05	0.000267439268999	0.000101097294481
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	0.000105787322145	9.95958070165e-05	4.53420148178e-05	0.00016239877758	0.000136891553071	0.00333884671098	0.0197324920182	0.000504472076789	4.05034579827e-05	0.000125885922177	0.000154211096849	0.00019870181481	0.0359459564693	0.000122641509434	0.000245152663249	0.000552146762165
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	0.0	0.0	0.0	7.38176261728e-06	0.0	0.0	0.000746226361627	0.0	0.0	0.0	0.0	0.0	7.00852704123e-05	0.0	1.48577371666e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	7.55623729608e-06	3.31986023388e-05	9.06840296355e-06	1.47635252346e-05	2.1614455748e-05	0.00247588325337	0.00413730565054	0.00010907504363	0.0	1.25885922177e-05	1.36068614867e-05	1.65584845675e-05	0.0	1.88679245283e-05	2.22866057499e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	7.55623729608e-06	0.0	0.0	0.0	1.44096371653e-05	0.00147936592733	0.00477018117243	1.36343804538e-05	1.01258644957e-05	6.29429610887e-06	4.53562049556e-06	0.0	0.0	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	0.0	0.0	9.06840296355e-06	0.0	7.20481858267e-06	0.000955423828065	0.00206865282527	7.49890924956e-05	2.02517289914e-05	0.0	0.0	0.0	0.00147957793093	2.83018867925e-05	7.42886858331e-06	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	0.0	0.0	0.0	0.0	1.44096371653e-05	0.000760229712654	0.00136021007689	4.77203315881e-05	0.0	0.0	4.53562049556e-06	8.27924228375e-06	0.000171319549897	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	2.83377099352e-05	6.81719022688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
