Taxon	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	Glut.F1	Glut.F2	Glut.F3	Glut.F5	Chow.F1	Chow.F2	Chow.F3	Chow.KO.F2	Chow.M1	Chow.M2	Chow.KO.M2
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	7.55623729608e-06	0.0	9.06840296355e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	9.06748475529e-05	0.0	9.06840296355e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	0.0	0.0	0.0	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33301448802e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	8.29965058471e-06	9.06840296355e-06	0.0	0.0	0.0	9.44590331173e-06	2.04515706806e-05	0.0	6.29429610887e-06	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	9.44590331173e-06	1.36343804538e-05	0.0	1.25885922177e-05	0.0	8.27924228375e-06	7.78725226804e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.0	0.0	0.0	7.38176261728e-06	7.20481858267e-06	2.05467489906e-05	9.44590331173e-06	6.81719022688e-06	1.01258644957e-05	1.25885922177e-05	1.36068614867e-05	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	1.51124745922e-05	0.0	1.81368059271e-05	0.0	4.3228911496e-05	6.16402469719e-05	9.44590331173e-06	2.72687609075e-05	1.01258644957e-05	0.000195123179375	0.000167817958336	0.00013246787654	7.78725226804e-06	9.43396226415e-05	0.000163435108833	3.11068598403e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29429610887e-06	9.07124099112e-06	0.0	0.0	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	0.0	0.0	0.0	0.0	0.0	0.000236287613392	0.0	7.49890924956e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.22866057499e-05	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	0.0	0.0	0.0	0.0	0.0	4.10934979813e-05	0.0	2.72687609075e-05	0.0	0.0	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.000120899796737	8.29965058471e-06	4.53420148178e-05	7.38176261728e-06	2.1614455748e-05	0.054859819805	0.00913418850245	0.00174520069808	0.000253146612392	5.66486649798e-05	1.36068614867e-05	1.65584845675e-05	1.55745045361e-05	6.60377358491e-05	3.71443429166e-05	7.77671496007e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25885922177e-05	4.53562049556e-06	0.0	0.0	9.43396226415e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0711721990917	0.0215873911708	0.100777162134	0.0914674205907	0.136624974783	0.693154850574	0.697107664406	0.610970222513	0.49353463552	0.476591512771	0.336973924718	0.4841204133	0.0320679048398	0.39908490566	0.138474110393	0.090552068995
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36343804538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81719022688e-06	1.01258644957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	1.65993011694e-05	0.0	1.47635252346e-05	0.0	0.000277381111374	0.0	4.77203315881e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	2.26687118882e-05	3.31986023388e-05	4.53420148178e-05	2.21452878518e-05	2.1614455748e-05	0.00133553868439	0.000576200102016	0.00125436300175	3.0377593487e-05	1.88828883266e-05	1.81424819822e-05	0.0	2.33617568041e-05	1.88679245283e-05	1.48577371666e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.00378567488533	0.000215790915202	0.00119702919119	0.000118108201876	7.92530044093e-05	0.0	0.0	2.04515706806e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.42886858331e-06	0.000139980869281
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	0.0	0.0	0.0	0.0	7.20481858267e-06	1.02733744953e-05	0.000226701679482	6.81719022688e-06	0.0	0.0	0.0	0.0	0.000264766577113	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.000476042949653	0.00029878742105	9.06840296355e-05	0.000250979928987	0.000201734920315	0.00357513432437	0.0141877467742	0.000749890924956	0.000151887967435	0.000900084343568	0.000671271833343	0.00103490528547	0.148946774131	0.00022641509434	0.00137434068791	0.00437829052252
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	0.00160580356299	6.81719022688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	2.26687118882e-05	3.31986023388e-05	0.0	2.21452878518e-05	2.1614455748e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.27924228375e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33617568041e-05	3.77358490566e-05	7.42886858331e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.000332474441027	1.65993011694e-05	6.34788207449e-05	1.47635252346e-05	1.44096371653e-05	0.000708862840177	0.000831239491433	6.13547120419e-05	5.06293224784e-05	3.77657766532e-05	3.17493434689e-05	2.48377268512e-05	0.00197796207608	0.00815094339623	0.0161577891687	0.00799446297895
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus	1.51124745922e-05	8.29965058471e-06	0.0	0.000169780540197	3.60240929133e-05	0.000277381111374	9.44590331173e-06	0.0	0.0	0.131210896685	9.52480304068e-05	0.0906990992184	0.0117042401589	0.0202735849057	0.000676027041082	0.193329133907
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0	8.29965058471e-06	0.0	7.38176261728e-06	0.0	0.0	0.000784009974874	0.0	2.02517289914e-05	2.51771844355e-05	1.36068614867e-05	8.27924228375e-06	0.00144842892185	3.77358490566e-05	9.65752915831e-05	0.000124427439361
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.0	8.29965058471e-06	0.0	0.0	7.20481858267e-06	0.0	0.0	6.81719022688e-06	1.01258644957e-05	0.0	4.53562049556e-06	0.0	0.000599618424639	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	7.55623729608e-06	3.31986023388e-05	0.0	0.0	7.20481858267e-06	1.02733744953e-05	0.000151134452988	2.72687609075e-05	1.01258644957e-05	1.25885922177e-05	1.81424819822e-05	4.96754537025e-05	0.0026554530234	3.77358490566e-05	0.000267439268999	0.000101097294481
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.000105787322145	9.95958070165e-05	4.53420148178e-05	0.00016239877758	0.000136891553071	0.00333884671098	0.0197324920182	0.000504472076789	4.05034579827e-05	0.000125885922177	0.000154211096849	0.00019870181481	0.0359459564693	0.000122641509434	0.000245152663249	0.000552146762165
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	0.0	0.0	7.38176261728e-06	0.0	0.0	0.000746226361627	0.0	0.0	0.0	0.0	0.0	7.00852704123e-05	0.0	1.48577371666e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	1.51124745922e-05	3.31986023388e-05	9.06840296355e-06	1.47635252346e-05	3.60240929133e-05	0.0039552491807	0.00890748682296	0.000122709424084	1.01258644957e-05	1.88828883266e-05	1.81424819822e-05	1.65584845675e-05	0.0	1.88679245283e-05	2.22866057499e-05	2.33301448802e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.0	0.0	9.06840296355e-06	0.0	7.20481858267e-06	0.000955423828065	0.00206865282527	7.49890924956e-05	2.02517289914e-05	0.0	0.0	0.0	0.00147957793093	2.83018867925e-05	7.42886858331e-06	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.0	0.0	0.0	0.0	1.44096371653e-05	0.000760229712654	0.00136021007689	4.77203315881e-05	0.0	0.0	4.53562049556e-06	8.27924228375e-06	0.000171319549897	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	2.83377099352e-05	6.81719022688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.0	0.0	0.0	0.0	1.44096371653e-05	0.000441755103299	0.00467572213931	1.36343804538e-05	0.0	1.88828883266e-05	9.07124099112e-06	0.0	0.0	0.0	7.42886858331e-06	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	1.51124745922e-05	8.29965058471e-06	1.81368059271e-05	2.95270504691e-05	7.20481858267e-06	0.00302037210162	0.00987096896076	5.4537521815e-05	1.01258644957e-05	2.51771844355e-05	4.53562049556e-06	1.65584845675e-05	7.78725226804e-06	3.77358490566e-05	1.48577371666e-05	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	6.80061356647e-05	0.000224090565787	4.53420148178e-05	0.000346942843012	4.3228911496e-05	0.00188002753264	0.00364611867833	0.000279504799302	0.000384782850836	0.000163651698831	4.53562049556e-05	0.000182143330242	0.0056769069034	6.60377358491e-05	0.000178292846	0.000396612462963
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.0	0.0	0.0	1.44096371653e-05	0.0	0.000340052519222	0.0	0.0	0.0	0.0	0.0	3.11490090721e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	7.55623729608e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	0.0	0.0	0.0	0.0	4.53562049556e-06	0.0	0.000264766577113	9.43396226415e-06	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.000151124745922	4.14982529236e-05	0.000136026044453	8.85811514073e-05	0.00010807227874	0.00587637021132	0.0185612000076	0.00109756762653	4.05034579827e-05	9.4414441633e-05	0.000136068614867	0.000124188634256	0.0189697465249	3.77358490566e-05	0.000185721714583	9.33205795208e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	3.77811864804e-05	2.48989517541e-05	1.81368059271e-05	0.000103344676642	1.44096371653e-05	0.00695507453333	0.0331929042374	0.000245418848168	0.0	3.77657766532e-05	4.98918254512e-05	8.27924228375e-06	3.11490090721e-05	4.71698113208e-05	2.97154743333e-05	4.66602897604e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.0	8.29965058471e-06	9.06840296355e-06	2.21452878518e-05	7.20481858267e-06	0.000410934979813	0.00212532824514	0.000156795375218	1.01258644957e-05	3.77657766532e-05	9.07124099112e-06	4.13962114187e-05	0.012319433088	9.43396226415e-06	7.42886858331e-06	1.55534299201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	7.55623729608e-06	9.12961564318e-05	1.81368059271e-05	0.000745558024345	2.88192743307e-05	0.000986243951551	0.00622485028243	0.000347676701571	2.02517289914e-05	1.25885922177e-05	1.36068614867e-05	8.27924228375e-06	0.00439201027917	1.88679245283e-05	2.97154743333e-05	3.11068598403e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	7.55623729608e-06	8.29965058471e-06	0.0	7.38176261728e-06	0.0	0.00540379498454	0.0	6.81719022688e-06	1.01258644957e-05	1.25885922177e-05	9.07124099112e-06	8.27924228375e-06	1.55745045361e-05	1.88679245283e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	7.55623729608e-06	0.0	0.0	0.0	0.0	0.00144854580384	0.000538416488769	6.81719022688e-06	0.0	6.29429610887e-06	9.07124099112e-06	0.0	0.0	9.43396226415e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0.0	2.48989517541e-05	9.06840296355e-06	0.0	0.0	6.16402469719e-05	0.0	0.0	1.01258644957e-05	1.25885922177e-05	0.0	0.0	0.000155745045361	2.83018867925e-05	7.42886858331e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Anaerovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45107658763e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	6.04498983686e-05	0.000257289168126	4.53420148178e-05	7.38176261728e-05	0.000381855384881	0.0019724879031	0.00631930931555	0.000695353403141	0.000121510373948	3.14714805443e-05	5.44274459467e-05	0.000173864087959	0.00340302924113	9.43396226415e-06	0.000178292846	8.55438645607e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.438760474834	0.622722783371	0.415459813372	0.438329064214	0.31435343958	0.000123280493944	0.000264485292729	4.77203315881e-05	6.07551869741e-05	0.00323526819996	0.00453562049556	0.0146128626308	0.000202468558969	0.387943396226	0.408483767922	0.0787470156856
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0.0	0.0	0.0	0.0	7.20481858267e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78725226804e-06	0.0	0.0	7.77671496007e-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium	0.0	0.0	0.0	0.0	1.44096371653e-05	0.0	0.0	6.81719022688e-06	1.01258644957e-05	0.0	0.0	3.3116969135e-05	0.000467235136082	0.0	1.48577371666e-05	3.11068598403e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	7.55623729608e-06	0.0	0.0	0.0	0.0	1.02733744953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115	0.0	0.0	0.0	0.0	0.0	0.0	0.00027393119604	0.0	0.0	0.0	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	1.51124745922e-05	0.0	0.0	2.21452878518e-05	1.44096371653e-05	4.10934979813e-05	9.44590331173e-06	1.36343804538e-05	0.0	6.29429610887e-06	2.26781024778e-05	8.27924228375e-06	7.78725226804e-06	1.88679245283e-05	1.48577371666e-05	5.44370047205e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0.0	0.0	0.0	0.0	0.0	1.02733744953e-05	0.0	0.0	0.0	0.0	4.53562049556e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55745045361e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.000151134452988	0.0	0.0	0.0	4.53562049556e-06	0.0	0.000249192072577	9.43396226415e-06	7.42886858331e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	1.51124745922e-05	8.29965058471e-06	0.0	0.0	0.0	0.000472575226785	0.000784009974874	6.81719022688e-06	2.02517289914e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
